index,question_id,dataset,true_answer,llm_answer,is_correct,reasoning_length,process_time_seconds,thinking_tokens,total_tokens,thinking_enabled
112,q_112,Emergency_Department,24,24,True,1455,10.975169,0,0,False
113,q_113,UMDvsUNC,34,34,True,818,7.301961,0,0,False
114,q_114,UMDvsUNC,69,69,True,585,6.742487,0,0,False
115,q_115,UMDvsUNC,35,35,True,1285,12.617864,0,0,False
116,q_116,UMDvsUNC,14,14,True,933,8.123268,0,0,False
117,q_117,UMDvsUNC,15,15,True,593,7.708921,0,0,False
118,q_118,UMDvsUNC,23,23,True,2372,41.886277,0,0,False
119,q_119,UMDvsUNC,16,16,True,1668,72.447524,0,0,False
120,q_120,UMDvsUNC,10,10,True,1363,17.905277,0,0,False
121,q_121,UMDvsUNC,34,34,True,357,4.129107,0,0,False
122,q_122,UMDvsUNC,69,69,True,755,6.865238,0,0,False
123,q_123,UMDvsUNC,35,35,True,1148,9.908176,0,0,False
124,q_124,UMDvsUNC,14,14,True,594,8.034839,0,0,False
125,q_125,UMDvsUNC,15,15,True,658,7.545094,0,0,False
126,q_126,UMDvsUNC,23,23,True,1972,30.231262,0,0,False
127,q_127,UMDvsUNC,10,10,True,1396,10.846377,0,0,False
128,q_128,UMDvsUNC,indeterminate,indeterminate,True,1237,7.288905,0,0,False
129,q_129,UMDvsUNC,34,34,True,717,8.500524,0,0,False
130,q_130,UMDvsUNC,69,69,True,466,5.958777,0,0,False
131,q_131,UMDvsUNC,35,35,True,1234,12.171046,0,0,False
132,q_132,UMDvsUNC,14,14,True,949,8.05337,0,0,False
133,q_133,UMDvsUNC,15,15,True,618,7.125523,0,0,False
134,q_134,UMDvsUNC,15,15,True,1276,9.519065,0,0,False
135,q_135,UMDvsUNC,indeterminate,indeterminate,True,782,6.284119,0,0,False
136,q_136,UMDvsUNC,indeterminate,indeterminate,True,1053,5.446279,0,0,False
137,q_137,UMDvsUNC,34,34,True,597,9.060355,0,0,False
138,q_138,UMDvsUNC,69,69,True,679,4.998911,0,0,False
139,q_139,UMDvsUNC,35,35,True,1122,8.181033,0,0,False
140,q_140,UMDvsUNC,14,14,True,634,6.218286,0,0,False
141,q_141,UMDvsUNC,15,15,True,653,5.852835,0,0,False
143,q_143,UMDvsUNC,indeterminate,indeterminate,True,766,5.822269,0,0,False
144,q_144,UMDvsUNC,indeterminate,indeterminate,True,954,6.610978,0,0,False
145,q_145,UMDvsUNC,34,34,True,878,10.713697,0,0,False
146,q_146,UMDvsUNC,69,69,True,627,5.158045,0,0,False
147,q_147,UMDvsUNC,35,35,True,906,8.835599,0,0,False
148,q_148,UMDvsUNC,indeterminate,34,False,1290,11.954698,0,0,False
149,q_149,UMDvsUNC,indeterminate,0,False,1873,34.445377,0,0,False
150,q_150,UMDvsUNC,indeterminate,indeterminate,True,2356,43.992277,0,0,False
151,q_151,UMDvsUNC,indeterminate,indeterminate,True,1073,7.241206,0,0,False
152,q_152,UMDvsUNC,indeterminate,indeterminate,True,796,4.901812,0,0,False
153,q_153,UMDvsUNC,34,34,True,743,8.292319,0,0,False
154,q_154,UMDvsUNC,69,69,True,812,7.463937,0,0,False
155,q_155,UMDvsUNC,35,35,True,794,6.44539,0,0,False
156,q_156,UMDvsUNC,indeterminate,34,False,823,6.408329,0,0,False
157,q_157,UMDvsUNC,indeterminate,indeterminate,True,1110,9.186481,0,0,False
158,q_158,UMDvsUNC,indeterminate,indeterminate,True,2990,59.062348,0,0,False
159,q_159,UMDvsUNC,indeterminate,indeterminate,True,867,10.18777,0,0,False
160,q_160,UMDvsUNC,indeterminate,indeterminate,True,1353,9.408425,0,0,False
161,q_161,UMDvsUNC,34,27,False,710,10.866547,0,0,False
162,q_162,UMDvsUNC,60,55,False,5046,94.684107,0,0,False
163,q_163,UMDvsUNC,23,4,False,2912,69.932514,0,0,False
164,q_164,UMDvsUNC,24,15,False,2398,84.888595,0,0,False
165,q_165,UMDvsUNC,53,65,False,1978,88.090594,0,0,False
166,q_166,UMDvsUNC,8,8,True,2438,82.53958,0,0,False
167,q_167,UMDvsUNC,4,4,True,536,8.51423,0,0,False
168,q_168,UMDvsUNC,34,27,False,569,5.898431,0,0,False
169,q_169,UMDvsUNC,69,15,False,861,6.926678,0,0,False
170,q_170,UMDvsUNC,22,22,True,1890,14.46956,0,0,False
171,q_171,UMDvsUNC,24,24,True,2013,38.321891,0,0,False
172,q_172,UMDvsUNC,49,49,True,3239,92.068493,0,0,False
173,q_173,UMDvsUNC,8,8,True,1005,10.33158,0,0,False
174,q_174,UMDvsUNC,indeterminate,0,False,955,8.152327,0,0,False
175,q_175,UMDvsUNC,34,34,True,566,7.897338,0,0,False
176,q_176,UMDvsUNC,69,23,False,1004,8.375606,0,0,False
177,q_177,UMDvsUNC,22,22,True,1670,10.400051,0,0,False
178,q_178,UMDvsUNC,24,24,True,979,7.427158,0,0,False
179,q_179,UMDvsUNC,49,49,True,1797,38.286546,0,0,False
180,q_180,UMDvsUNC,indeterminate,0,False,4934,25.024403,0,0,False
181,q_181,UMDvsUNC,indeterminate,indeterminate,True,1095,6.253798,0,0,False
182,q_182,UMDvsUNC,34,34,True,814,7.869305,0,0,False
183,q_183,UMDvsUNC,69,23,False,815,7.263277,0,0,False
184,q_184,UMDvsUNC,22,22,True,1484,9.844106,0,0,False
185,q_185,UMDvsUNC,24,24,True,1817,40.625011,0,0,False
186,q_186,UMDvsUNC,49,49,True,1295,17.239365,0,0,False
187,q_187,UMDvsUNC,indeterminate,indeterminate,True,1560,25.778147,0,0,False
188,q_188,UMDvsUNC,indeterminate,indeterminate,True,1298,28.868677,0,0,False
189,q_189,UMDvsUNC,34,34,True,685,6.447956,0,0,False
190,q_190,UMDvsUNC,69,23,False,765,5.459661,0,0,False
191,q_191,UMDvsUNC,22,22,True,1640,12.2654,0,0,False
192,q_192,UMDvsUNC,24,24,True,663,6.336712,0,0,False
193,q_193,UMDvsUNC,34,34,True,2813,78.098956,0,0,False
194,q_194,UMDvsUNC,indeterminate,indeterminate,True,2149,12.665508,0,0,False
195,q_195,UMDvsUNC,indeterminate,0,False,1506,45.293855,0,0,False
196,q_196,UMDvsUNC,34,34,True,540,6.430585,0,0,False
197,q_197,UMDvsUNC,69,23,False,883,5.120007,0,0,False
198,q_198,UMDvsUNC,22,22,True,518,4.723405,0,0,False
199,q_199,UMDvsUNC,24,24,True,730,7.498254,0,0,False
200,q_200,UMDvsUNC,34,34,True,2530,63.547177,0,0,False
201,q_201,UMDvsUNC,indeterminate,indeterminate,True,1109,8.431147,0,0,False
202,q_202,UMDvsUNC,indeterminate,indeterminate,True,1094,20.234033,0,0,False
203,q_203,UMDvsUNC,1,1,True,2254,46.187989,0,0,False
204,q_204,UMDvsUNC,21,36,False,3403,122.793283,0,0,False
205,q_205,UMDvsUNC,33,33,True,1450,12.50019,0,0,False
206,q_206,UMDvsUNC,28,28,True,1730,10.442668,0,0,False
207,q_207,UMDvsUNC,42,42,True,1051,7.306362,0,0,False
208,q_208,UMDvsUNC,indeterminate,21,False,2989,88.599557,0,0,False
209,q_209,UMDvsUNC,21,21,True,3141,46.40264,0,0,False
210,q_210,UMDvsUNC,1,1,True,1505,9.575316,0,0,False
211,q_211,UMDvsUNC,21,21,True,5242,144.916313,0,0,False
212,q_212,UMDvsUNC,50,50,True,1124,8.610005,0,0,False
213,q_213,UMDvsUNC,27,27,True,1909,10.119057,0,0,False
214,q_214,UMDvsUNC,34,34,True,2052,97.946712,0,0,False
215,q_215,UMDvsUNC,indeterminate,0,False,3573,79.546748,0,0,False
216,q_216,UMDvsUNC,16,37,False,4356,178.487065,0,0,False
217,q_217,UMDvsUNC,1,1,True,3201,81.360043,0,0,False
218,q_218,UMDvsUNC,25,20,False,3992,139.369691,0,0,False
219,q_219,UMDvsUNC,43,43,True,1293,9.307377,0,0,False
220,q_220,UMDvsUNC,31,43,False,2347,72.133007,0,0,False
221,q_221,UMDvsUNC,39,39,True,2351,42.650266,0,0,False
222,q_222,UMDvsUNC,indeterminate,0,False,4148,180.651968,0,0,False
223,q_223,UMDvsUNC,22,20,False,3509,98.859555,0,0,False
224,q_224,UMDvsUNC,1,1,True,1606,10.567813,0,0,False
225,q_225,UMDvsUNC,19,17,False,3093,89.989601,0,0,False
226,q_226,UMDvsUNC,34,34,True,3235,78.227192,0,0,False
227,q_227,UMDvsUNC,35,37,False,1864,43.638114,0,0,False
228,q_228,UMDvsUNC,39,39,True,1241,8.057071,0,0,False
229,q_229,UMDvsUNC,indeterminate,indeterminate,True,590,5.159209,0,0,False
230,q_230,UMDvsUNC,28,30,False,3825,121.521518,0,0,False
231,q_231,UMDvsUNC,1,1,True,2468,16.769377,0,0,False
232,q_232,UMDvsUNC,19,17,False,3443,119.188442,0,0,False
233,q_233,UMDvsUNC,34,34,True,1788,21.590659,0,0,False
234,q_234,UMDvsUNC,30,30,True,2836,90.683478,0,0,False
235,q_235,UMDvsUNC,40,40,True,1323,8.28669,0,0,False
142,q_142,UMDvsUNC,15,15,True,1508,11.391793,0,0,False
236,q_236,UMDvsUNC,3,3,True,2922,96.120311,0,0,False
237,q_237,UMDvsUNC,22,20,False,3878,144.5422,0,0,False
238,q_238,UMDvsUNC,1,1,True,8384,32.576168,0,0,False
239,q_239,UMDvsUNC,23,21,False,5044,106.946508,0,0,False
240,q_240,UMDvsUNC,40,40,True,3516,139.849218,0,0,False
241,q_241,UMDvsUNC,29,29,True,1307,8.164033,0,0,False
242,q_242,UMDvsUNC,43,43,True,2592,96.966751,0,0,False
243,q_243,UMDvsUNC,indeterminate,indeterminate,True,3929,118.45475,0,0,False
244,q_244,UMDvsUNC,19,38,False,3089,145.413149,0,0,False
