index,question_id,dataset,true_answer,llm_answer,is_correct,reasoning_length,process_time_seconds
214,q_214,UMDvsUNC,34,34,True,171,4.104927
216,q_216,UMDvsUNC,16,,False,18,3.628292
217,q_217,UMDvsUNC,1,1,True,260,5.431972
218,q_218,UMDvsUNC,25,25,True,650,6.152269
219,q_219,UMDvsUNC,43,43,True,255,4.232661
220,q_220,UMDvsUNC,31,31,True,362,5.005043
222,q_222,UMDvsUNC,indeterminate,,False,18,3.46888
223,q_223,UMDvsUNC,22,20,False,18,4.072079
224,q_224,UMDvsUNC,1,1,True,18,5.17056
225,q_225,UMDvsUNC,19,19,True,373,5.210388
226,q_226,UMDvsUNC,34,,False,295,4.489763
227,q_227,UMDvsUNC,35,30,False,232,3.590644
228,q_228,UMDvsUNC,39,39,True,208,4.343305
229,q_229,UMDvsUNC,indeterminate,indeterminate,True,18,3.404785
230,q_230,UMDvsUNC,28,28,True,18,3.231342
231,q_231,UMDvsUNC,1,1,True,18,4.224033
232,q_232,UMDvsUNC,19,19,True,18,4.015222
233,q_233,UMDvsUNC,34,34,True,376,4.442056
234,q_234,UMDvsUNC,30,30,True,235,4.769375
235,q_235,UMDvsUNC,40,21,False,224,4.366365
236,q_236,UMDvsUNC,3,3,True,18,4.378316
237,q_237,UMDvsUNC,22,22,True,18,4.739211
238,q_238,UMDvsUNC,1,1,True,18,5.076909
241,q_241,UMDvsUNC,29,29,True,18,3.544231
242,q_242,UMDvsUNC,43,43,True,18,3.991409
244,q_244,UMDvsUNC,19,3,False,18,3.574155
3,q_3,Emergency_Department,62,62,True,384,4.127488
7,q_7,Emergency_Department,62,62,True,18,3.40335
10,q_10,Emergency_Department,24,24,True,212,2.867927
15,q_15,Emergency_Department,62,62,True,387,5.980161
17,q_17,Emergency_Department,24,24,True,18,4.02605
18,q_18,Emergency_Department,36,36,True,18,2.930364
19,q_19,Emergency_Department,62,62,True,18,3.682897
12,q_12,Emergency_Department,36,36,True,330,3.782868
24,q_24,Emergency_Department,36,36,True,269,2.953447
23,q_23,Emergency_Department,24,24,True,18,3.363777
25,q_25,Emergency_Department,38,38,True,282,3.429452
27,q_27,Emergency_Department,62,62,True,544,3.340291
30,q_30,Emergency_Department,38,38,True,257,3.203766
39,q_39,Emergency_Department,24,24,True,350,3.27828
40,q_40,Emergency_Department,24,8,False,689,4.490792
50,q_50,Emergency_Department,62,41,False,18,2.654807
60,q_60,Emergency_Department,38,38,True,296,3.933608
62,q_62,Emergency_Department,62,62,True,261,3.771418
65,q_65,Emergency_Department,36,36,True,18,3.531891
66,q_66,Emergency_Department,38,38,True,18,3.098208
67,q_67,Emergency_Department,38,38,True,18,5.527039
70,q_70,Emergency_Department,indeterminate,indeterminate,True,18,6.587439
71,q_71,Emergency_Department,30,30,True,18,4.174552
74,q_74,Emergency_Department,35,35,True,18,4.462445
82,q_82,Emergency_Department,23,23,True,18,3.36691
84,q_84,Emergency_Department,24,24,True,292,3.873405
98,q_98,Emergency_Department,24,24,True,336,4.008888
99,q_99,Emergency_Department,30,30,True,354,4.546228
100,q_100,Emergency_Department,57,57,True,18,3.29124
102,q_102,Emergency_Department,35,12,False,18,3.667625
108,q_108,Emergency_Department,37,37,True,18,3.97819
109,q_109,Emergency_Department,35,12,False,354,5.325772
117,q_117,UMDvsUNC,15,15,True,293,2.726325
127,q_127,UMDvsUNC,10,10,True,18,2.613386
151,q_151,UMDvsUNC,indeterminate,indeterminate,True,18,2.895566
152,q_152,UMDvsUNC,indeterminate,indeterminate,True,338,2.715422
156,q_156,UMDvsUNC,indeterminate,34,False,18,2.964396
160,q_160,UMDvsUNC,indeterminate,indeterminate,True,18,2.435249
174,q_174,UMDvsUNC,indeterminate,indeterminate,True,18,2.96656
185,q_185,UMDvsUNC,24,24,True,197,2.655141
186,q_186,UMDvsUNC,49,49,True,18,2.304144
191,q_191,UMDvsUNC,22,22,True,18,2.517272
194,q_194,UMDvsUNC,indeterminate,indeterminate,True,451,2.373521
196,q_196,UMDvsUNC,34,34,True,241,2.561624
197,q_197,UMDvsUNC,69,23,False,284,2.49198
202,q_202,UMDvsUNC,indeterminate,indeterminate,True,417,3.141109
210,q_210,UMDvsUNC,1,1,True,363,3.959129
44,q_44,Emergency_Department,62,62,True,18,2.770255
45,q_45,Emergency_Department,24,24,True,291,3.102137
46,q_46,Emergency_Department,24,24,True,562,4.097631
51,q_51,Emergency_Department,24,24,True,18,2.809892
52,q_52,Emergency_Department,24,24,True,291,3.454123
63,q_63,Emergency_Department,indeterminate,indeterminate,True,18,2.741474
88,q_88,Emergency_Department,35,59,False,18,4.49041
195,q_195,UMDvsUNC,indeterminate,indeterminate,True,344,3.503441
215,q_215,UMDvsUNC,indeterminate,8,False,510,4.636735
33,q_33,Emergency_Department,indeterminate,indeterminate,True,18,3.004293
48,q_48,Emergency_Department,62,62,True,467,4.333978
69,q_69,Emergency_Department,indeterminate,indeterminate,True,18,3.188428
103,q_103,Emergency_Department,23,23,True,18,3.65422
112,q_112,Emergency_Department,24,24,True,259,4.122346
119,q_119,UMDvsUNC,16,14,False,462,5.287951
132,q_132,UMDvsUNC,14,14,True,315,3.805588
143,q_143,UMDvsUNC,indeterminate,,False,18,2.671577
240,q_240,UMDvsUNC,40,40,True,18,3.897769
37,q_37,Emergency_Department,38,38,True,469,3.858869
53,q_53,Emergency_Department,36,36,True,18,3.139037
57,q_57,Emergency_Department,24,24,True,257,3.408355
68,q_68,Emergency_Department,62,62,True,242,3.555478
153,q_153,UMDvsUNC,34,34,True,18,2.98568
178,q_178,UMDvsUNC,24,24,True,18,3.01891
239,q_239,UMDvsUNC,23,25,False,18,6.592504
243,q_243,UMDvsUNC,indeterminate,indeterminate,True,18,4.019385
32,q_32,Emergency_Department,62,62,True,276,3.535412
38,q_38,Emergency_Department,62,29,False,488,4.440698
116,q_116,UMDvsUNC,14,14,True,18,4.402194
129,q_129,UMDvsUNC,34,34,True,314,3.577402
64,q_64,Emergency_Department,indeterminate,indeterminate,True,18,3.236031
198,q_198,UMDvsUNC,22,22,True,18,3.214711
221,q_221,UMDvsUNC,39,39,True,285,5.015109
135,q_135,UMDvsUNC,indeterminate,indeterminate,True,18,3.334327
43,q_43,Emergency_Department,38,38,True,18,3.100136
113,q_113,UMDvsUNC,34,34,True,237,3.056632
56,q_56,Emergency_Department,62,41,False,220,2.943837
