dataset,technique,parameter_value,attribute,value,gt_count,llm_count,hallucinated_count
process_mining,Sequence Synopsis,20.0,distribute situational awareness,1,1.0,2.0,1.0
process_mining,Sequence Synopsis,25.0,ask a question,1,2.0,3.0,1.0
process_mining,Sequence Synopsis,25.0,commit changes,3,2.0,3.0,1.0
process_mining,Sequence Synopsis,25.0,distribute situational awareness,1,1.0,2.0,1.0
process_mining,Sequence Synopsis,30.0,distribute situational awareness,1,1.0,2.0,1.0
test,SentenTree,20.0,start->c,2,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,15.0,made shot->missed shot,24,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,15.0,missed shot->umd offense,22,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,15.0,rebound->made shot,15,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,15.0,unc offense->made shot,23,0.0,1.0,1.0
umdvsunc_D2O_basketball,SentenTree,25.0,made shot->umd offense,23,0.0,1.0,1.0
umdvsunc_D2O_basketball,Sequence Synopsis,15.0,made shot,20,1.0,2.0,1.0
umdvsunc_D2O_basketball,Sequence Synopsis,15.0,umd offense,9,1.0,2.0,1.0
vast_1000,SentenTree,15.0,general gate->entrance,221,1.0,2.0,1.0
vast_1000,SentenTree,15.0,general gate->general gate,8,0.0,1.0,1.0
vast_1000,SentenTree,15.0,general gate->general gate,360,0.0,1.0,1.0
vast_1000,SentenTree,20.0,general gate->entrance,221,1.0,2.0,1.0
vast_1000,SentenTree,20.0,general gate->general gate,573,0.0,1.0,1.0
