index,question_id,dataset,true_answer,llm_answer,is_correct,reasoning_length,process_time_seconds
166,q_166,UMDvsUNC,8,8,True,1492,18.214024
167,q_167,UMDvsUNC,4,4,True,417,3.616944
168,q_168,UMDvsUNC,34,8,False,313,3.184851
169,q_169,UMDvsUNC,69,68,False,3415,22.816929
170,q_170,UMDvsUNC,22,22,True,1083,5.085003
171,q_171,UMDvsUNC,24,24,True,727,4.421313
172,q_172,UMDvsUNC,49,32,False,18,15.566335
173,q_173,UMDvsUNC,8,0,False,18,12.877049
174,q_174,UMDvsUNC,indeterminate,indeterminate,True,611,4.244908
175,q_175,UMDvsUNC,34,34,True,508,3.617946
176,q_176,UMDvsUNC,69,23,False,645,3.478918
177,q_177,UMDvsUNC,22,22,True,1166,6.213867
178,q_178,UMDvsUNC,24,24,True,501,2.543953
179,q_179,UMDvsUNC,49,49,True,904,5.502536
180,q_180,UMDvsUNC,indeterminate,indeterminate,True,1293,5.323924
181,q_181,UMDvsUNC,indeterminate,indeterminate,True,757,3.592882
182,q_182,UMDvsUNC,34,34,True,544,4.785904
183,q_183,UMDvsUNC,69,23,False,646,3.359116
186,q_186,UMDvsUNC,49,49,True,758,4.405369
188,q_188,UMDvsUNC,indeterminate,indeterminate,True,792,4.901946
189,q_189,UMDvsUNC,34,34,True,583,3.779127
190,q_190,UMDvsUNC,69,23,False,1699,7.206508
191,q_191,UMDvsUNC,22,22,True,831,5.721821
192,q_192,UMDvsUNC,24,24,True,617,3.111928
193,q_193,UMDvsUNC,34,34,True,1353,9.597318
194,q_194,UMDvsUNC,indeterminate,indeterminate,True,733,5.224918
195,q_195,UMDvsUNC,indeterminate,indeterminate,True,713,4.657174
196,q_196,UMDvsUNC,34,34,True,670,5.06675
197,q_197,UMDvsUNC,69,0,False,923,5.548338
200,q_200,UMDvsUNC,34,34,True,1578,11.212804
201,q_201,UMDvsUNC,indeterminate,indeterminate,True,660,5.998803
202,q_202,UMDvsUNC,indeterminate,indeterminate,True,871,5.032973
203,q_203,UMDvsUNC,1,1,True,18,7.408708
204,q_204,UMDvsUNC,21,36,False,18,12.129337
205,q_205,UMDvsUNC,33,33,True,918,4.974107
206,q_206,UMDvsUNC,28,49,False,911,9.517122
207,q_207,UMDvsUNC,42,42,True,912,4.908552
208,q_208,UMDvsUNC,indeterminate,indeterminate,True,18,11.122925
209,q_209,UMDvsUNC,21,42,False,18,14.724978
210,q_210,UMDvsUNC,1,1,True,1828,6.68018
211,q_211,UMDvsUNC,21,21,True,2640,26.850554
212,q_212,UMDvsUNC,50,50,True,1029,5.145744
213,q_213,UMDvsUNC,27,34,False,1781,6.443063
214,q_214,UMDvsUNC,34,28,False,1043,4.530155
215,q_215,UMDvsUNC,indeterminate,indeterminate,True,18,9.919293
216,q_216,UMDvsUNC,16,37,False,18,12.408983
217,q_217,UMDvsUNC,1,1,True,928,7.413995
218,q_218,UMDvsUNC,25,20,False,3050,28.603186
219,q_219,UMDvsUNC,43,43,True,250,4.469708
220,q_220,UMDvsUNC,31,31,True,18,4.345442
221,q_221,UMDvsUNC,39,39,True,398,3.855803
222,q_222,UMDvsUNC,indeterminate,indeterminate,True,3648,10.471886
223,q_223,UMDvsUNC,22,22,True,1952,14.030915
224,q_224,UMDvsUNC,1,1,True,1556,7.982958
225,q_225,UMDvsUNC,19,17,False,3411,51.530082
226,q_226,UMDvsUNC,34,34,True,779,3.828854
227,q_227,UMDvsUNC,35,37,False,603,5.681194
228,q_228,UMDvsUNC,39,39,True,756,5.968766
229,q_229,UMDvsUNC,indeterminate,indeterminate,True,18,5.205066
230,q_230,UMDvsUNC,28,30,False,2615,11.718902
231,q_231,UMDvsUNC,1,1,True,18,6.477092
232,q_232,UMDvsUNC,19,25,False,2307,23.61406
233,q_233,UMDvsUNC,34,34,True,443,3.46015
234,q_234,UMDvsUNC,30,30,True,395,3.001085
235,q_235,UMDvsUNC,40,40,True,500,5.827466
236,q_236,UMDvsUNC,3,3,True,2194,8.470185
237,q_237,UMDvsUNC,22,22,True,2512,33.98133
238,q_238,UMDvsUNC,1,1,True,1317,6.055946
239,q_239,UMDvsUNC,23,21,False,3437,29.946367
240,q_240,UMDvsUNC,40,40,True,1214,4.280893
241,q_241,UMDvsUNC,29,29,True,568,3.771326
242,q_242,UMDvsUNC,43,43,True,908,5.385781
243,q_243,UMDvsUNC,indeterminate,indeterminate,True,18,10.13378
244,q_244,UMDvsUNC,19,35,False,18,21.172584
13,q_13,Emergency_Department,62,62,True,717,5.702629
15,q_15,Emergency_Department,62,62,True,334,4.240828
16,q_16,Emergency_Department,24,24,True,415,2.267678
17,q_17,Emergency_Department,24,24,True,18,5.931901
29,q_29,Emergency_Department,36,36,True,997,5.120136
30,q_30,Emergency_Department,38,38,True,762,3.331101
31,q_31,Emergency_Department,38,38,True,738,2.885776
32,q_32,Emergency_Department,62,62,True,607,3.185944
33,q_33,Emergency_Department,indeterminate,indeterminate,True,465,2.592942
34,q_34,Emergency_Department,indeterminate,indeterminate,True,867,3.601638
35,q_35,Emergency_Department,36,36,True,18,10.281382
36,q_36,Emergency_Department,62,62,True,643,3.897132
38,q_38,Emergency_Department,62,41,False,536,2.624501
64,q_64,Emergency_Department,indeterminate,indeterminate,True,547,2.715949
65,q_65,Emergency_Department,36,36,True,1046,5.303015
66,q_66,Emergency_Department,38,38,True,684,4.159045
67,q_67,Emergency_Department,38,38,True,399,2.993926
133,q_133,UMDvsUNC,15,15,True,482,3.298922
134,q_134,UMDvsUNC,15,15,True,879,5.230081
146,q_146,UMDvsUNC,69,69,True,571,2.854182
147,q_147,UMDvsUNC,35,35,True,841,3.842102
184,q_184,UMDvsUNC,22,22,True,985,5.502558
185,q_185,UMDvsUNC,24,24,True,1057,3.653091
187,q_187,UMDvsUNC,indeterminate,indeterminate,True,640,3.776063
198,q_198,UMDvsUNC,22,22,True,842,4.57942
199,q_199,UMDvsUNC,24,24,True,1207,6.849927
68,q_68,Emergency_Department,62,62,True,496,3.260384
69,q_69,Emergency_Department,indeterminate,indeterminate,True,435,3.957991
70,q_70,Emergency_Department,indeterminate,indeterminate,True,627,2.966702
71,q_71,Emergency_Department,30,30,True,18,9.639859
72,q_72,Emergency_Department,57,57,True,798,3.483775
73,q_73,Emergency_Department,37,37,True,18,4.989212
117,q_117,UMDvsUNC,15,15,True,656,6.668047
129,q_129,UMDvsUNC,34,34,True,347,3.668397
130,q_130,UMDvsUNC,69,69,True,402,2.419859
131,q_131,UMDvsUNC,35,35,True,890,4.010947
132,q_132,UMDvsUNC,14,14,True,443,3.020161
