index,question_id,dataset,true_answer,llm_answer,is_correct,reasoning_length,process_time_seconds
49,q_49,Emergency_Department,38,38,True,585,8.253172
50,q_50,Emergency_Department,62,72,False,536,6.926274
51,q_51,Emergency_Department,24,41,False,515,5.833383
52,q_52,Emergency_Department,24,65,False,1484,17.134504
53,q_53,Emergency_Department,36,21,False,382,9.927945
54,q_54,Emergency_Department,62,62,True,1245,11.892053
55,q_55,Emergency_Department,38,38,True,402,4.049264
56,q_56,Emergency_Department,62,41,False,640,6.970321
57,q_57,Emergency_Department,24,41,False,354,7.926881
58,q_58,Emergency_Department,24,65,False,1092,8.848771
59,q_59,Emergency_Department,36,36,True,403,3.45242
60,q_60,Emergency_Department,38,38,True,678,5.411467
61,q_61,Emergency_Department,38,38,True,513,6.331635
62,q_62,Emergency_Department,62,100,False,420,5.621364
63,q_63,Emergency_Department,indeterminate,26,False,678,12.69625
64,q_64,Emergency_Department,indeterminate,38,False,455,7.706841
65,q_65,Emergency_Department,36,36,True,551,5.923125
66,q_66,Emergency_Department,38,38,True,660,5.594822
67,q_67,Emergency_Department,38,38,True,761,7.494442
68,q_68,Emergency_Department,62,62,True,452,5.417056
69,q_69,Emergency_Department,indeterminate,36,False,18,8.872024
70,q_70,Emergency_Department,indeterminate,38,False,666,7.807504
71,q_71,Emergency_Department,30,12,False,455,6.400249
72,q_72,Emergency_Department,57,20,False,926,8.865337
73,q_73,Emergency_Department,37,37,True,563,7.707889
74,q_74,Emergency_Department,35,12,False,362,8.427569
75,q_75,Emergency_Department,23,23,True,420,13.602369
76,q_76,Emergency_Department,20,23,False,797,7.550164
77,q_77,Emergency_Department,24,23,False,18,7.638493
78,q_78,Emergency_Department,30,12,False,455,5.907306
79,q_79,Emergency_Department,57,37,False,511,5.838354
80,q_80,Emergency_Department,37,37,True,18,8.528323
81,q_81,Emergency_Department,35,12,False,360,5.687301
82,q_82,Emergency_Department,23,23,True,387,7.831826
83,q_83,Emergency_Department,20,23,False,697,11.382886
84,q_84,Emergency_Department,24,23,False,18,5.221325
85,q_85,Emergency_Department,30,12,False,535,5.196501
86,q_86,Emergency_Department,57,20,False,18,9.262946
87,q_87,Emergency_Department,37,37,True,18,6.173801
88,q_88,Emergency_Department,35,12,False,360,4.776986
89,q_89,Emergency_Department,23,23,True,303,4.486283
90,q_90,Emergency_Department,20,23,False,18,12.219033
91,q_91,Emergency_Department,24,23,False,18,7.435767
92,q_92,Emergency_Department,30,12,False,413,7.78544
93,q_93,Emergency_Department,57,20,False,18,12.139803
94,q_94,Emergency_Department,37,37,True,607,11.177192
95,q_95,Emergency_Department,35,12,False,360,4.781197
96,q_96,Emergency_Department,23,23,True,430,5.265855
97,q_97,Emergency_Department,20,23,False,1016,10.287314
98,q_98,Emergency_Department,24,23,False,18,6.88568
99,q_99,Emergency_Department,30,12,False,444,7.182132
100,q_100,Emergency_Department,57,20,False,18,10.008635
101,q_101,Emergency_Department,37,37,True,549,6.781291
102,q_102,Emergency_Department,35,12,False,360,6.22674
103,q_103,Emergency_Department,23,23,True,18,5.371391
104,q_104,Emergency_Department,20,23,False,895,11.179692
105,q_105,Emergency_Department,24,23,False,18,5.726258
106,q_106,Emergency_Department,30,12,False,18,9.993409
107,q_107,Emergency_Department,57,20,False,18,8.38652
108,q_108,Emergency_Department,37,37,True,18,5.385928
109,q_109,Emergency_Department,35,12,False,360,5.010175
110,q_110,Emergency_Department,23,23,True,18,4.205624
111,q_111,Emergency_Department,20,23,False,683,7.477586
112,q_112,Emergency_Department,24,23,False,18,6.496257
113,q_113,UMDvsUNC,34,14,False,385,13.342101
114,q_114,UMDvsUNC,69,34,False,18,10.697865
115,q_115,UMDvsUNC,35,34,False,1021,12.76187
116,q_116,UMDvsUNC,14,14,True,18,8.02892
117,q_117,UMDvsUNC,15,15,True,421,6.896783
118,q_118,UMDvsUNC,23,14,False,1050,19.204981
119,q_119,UMDvsUNC,16,14,False,528,9.04858
120,q_120,UMDvsUNC,10,10,True,18,9.211357
121,q_121,UMDvsUNC,34,15,False,473,5.249249
122,q_122,UMDvsUNC,69,69,True,392,4.270545
123,q_123,UMDvsUNC,35,34,False,732,7.067418
124,q_124,UMDvsUNC,14,14,True,322,5.251986
125,q_125,UMDvsUNC,15,15,True,433,8.007616
126,q_126,UMDvsUNC,23,14,False,459,10.854491
127,q_127,UMDvsUNC,10,10,True,442,9.23578
128,q_128,UMDvsUNC,indeterminate,10,False,313,4.083103
129,q_129,UMDvsUNC,34,19,False,461,5.980644
130,q_130,UMDvsUNC,69,69,True,388,3.617081
131,q_131,UMDvsUNC,35,21,False,18,9.422861
132,q_132,UMDvsUNC,14,14,True,18,5.24301
133,q_133,UMDvsUNC,15,15,True,544,7.041541
134,q_134,UMDvsUNC,15,34,False,473,11.83401
135,q_135,UMDvsUNC,indeterminate,34,False,486,9.841803
136,q_136,UMDvsUNC,indeterminate,21,False,733,9.957239
137,q_137,UMDvsUNC,34,19,False,551,5.974237
138,q_138,UMDvsUNC,69,69,True,269,4.425701
139,q_139,UMDvsUNC,35,21,False,1424,22.683331
140,q_140,UMDvsUNC,14,14,True,18,6.976218
141,q_141,UMDvsUNC,15,15,True,424,5.478204
142,q_142,UMDvsUNC,15,34,False,539,6.677489
143,q_143,UMDvsUNC,indeterminate,34,False,486,5.851219
144,q_144,UMDvsUNC,indeterminate,34,False,575,8.317518
145,q_145,UMDvsUNC,34,34,True,574,11.83545
146,q_146,UMDvsUNC,69,69,True,265,8.102524
147,q_147,UMDvsUNC,35,35,True,339,9.031285
148,q_148,UMDvsUNC,indeterminate,35,False,283,3.738232
149,q_149,UMDvsUNC,indeterminate,34,False,294,3.303589
150,q_150,UMDvsUNC,indeterminate,35,False,308,5.32253
151,q_151,UMDvsUNC,indeterminate,35,False,590,9.699772
152,q_152,UMDvsUNC,indeterminate,35,False,435,5.811076
153,q_153,UMDvsUNC,34,34,True,528,8.156565
154,q_154,UMDvsUNC,69,69,True,265,4.143441
155,q_155,UMDvsUNC,35,35,True,340,8.112981
156,q_156,UMDvsUNC,indeterminate,35,False,322,4.927275
157,q_157,UMDvsUNC,indeterminate,34,False,297,5.367407
158,q_158,UMDvsUNC,indeterminate,35,False,705,10.163099
159,q_159,UMDvsUNC,indeterminate,35,False,663,9.772067
160,q_160,UMDvsUNC,indeterminate,35,False,457,9.464891
161,q_161,UMDvsUNC,34,27,False,401,9.730218
162,q_162,UMDvsUNC,60,27,False,692,15.093401
163,q_163,UMDvsUNC,23,23,True,18,6.21501
164,q_164,UMDvsUNC,24,15,False,598,7.155211
165,q_165,UMDvsUNC,53,23,False,1067,8.826249
166,q_166,UMDvsUNC,8,5,False,18,8.982456
167,q_167,UMDvsUNC,4,4,True,18,15.637277
168,q_168,UMDvsUNC,34,27,False,391,5.516154
169,q_169,UMDvsUNC,69,15,False,434,5.436492
170,q_170,UMDvsUNC,22,22,True,533,6.807339
171,q_171,UMDvsUNC,24,24,True,18,6.01573
172,q_172,UMDvsUNC,49,31,False,701,6.816189
173,q_173,UMDvsUNC,8,15,False,288,4.090532
174,q_174,UMDvsUNC,indeterminate,0,False,499,4.060175
175,q_175,UMDvsUNC,34,15,False,409,2.736774
176,q_176,UMDvsUNC,69,15,False,627,5.185903
177,q_177,UMDvsUNC,22,22,True,507,7.361922
178,q_178,UMDvsUNC,24,24,True,435,9.516402
179,q_179,UMDvsUNC,49,15,False,18,17.09596
180,q_180,UMDvsUNC,indeterminate,0,False,600,8.317334
181,q_181,UMDvsUNC,indeterminate,0,False,377,3.859569
182,q_182,UMDvsUNC,34,15,False,577,7.550121
183,q_183,UMDvsUNC,69,22,False,628,11.255369
184,q_184,UMDvsUNC,22,22,True,475,6.987331
185,q_185,UMDvsUNC,24,24,True,551,5.000513
186,q_186,UMDvsUNC,49,15,False,534,4.697604
187,q_187,UMDvsUNC,indeterminate,0,False,694,10.782664
188,q_188,UMDvsUNC,indeterminate,0,False,451,11.88213
189,q_189,UMDvsUNC,34,24,False,462,10.632036
190,q_190,UMDvsUNC,69,34,False,793,6.953776
191,q_191,UMDvsUNC,22,23,False,523,4.027306
192,q_192,UMDvsUNC,24,24,True,305,2.713286
193,q_193,UMDvsUNC,34,24,False,392,4.77433
194,q_194,UMDvsUNC,indeterminate,24,False,488,5.677752
195,q_195,UMDvsUNC,indeterminate,24,False,343,4.982556
196,q_196,UMDvsUNC,34,24,False,309,5.501333
197,q_197,UMDvsUNC,69,22,False,658,15.639046
198,q_198,UMDvsUNC,22,23,False,452,7.922516
199,q_199,UMDvsUNC,24,24,True,425,4.139762
200,q_200,UMDvsUNC,34,24,False,477,4.216532
201,q_201,UMDvsUNC,indeterminate,0,False,984,12.401017
202,q_202,UMDvsUNC,indeterminate,24,False,346,7.772579
203,q_203,UMDvsUNC,1,1,True,346,6.175471
204,q_204,UMDvsUNC,21,14,False,682,11.912024
205,q_205,UMDvsUNC,33,15,False,413,10.271965
206,q_206,UMDvsUNC,28,28,True,928,16.100969
207,q_207,UMDvsUNC,42,29,False,1052,17.492646
208,q_208,UMDvsUNC,indeterminate,8,False,18,8.100897
209,q_209,UMDvsUNC,21,25,False,18,13.135777
210,q_210,UMDvsUNC,1,1,True,346,7.014532
211,q_211,UMDvsUNC,21,14,False,598,8.252667
212,q_212,UMDvsUNC,50,25,False,18,17.658301
213,q_213,UMDvsUNC,27,25,False,1528,14.21196
214,q_214,UMDvsUNC,34,21,False,18,8.976785
215,q_215,UMDvsUNC,indeterminate,8,False,540,8.132803
216,q_216,UMDvsUNC,16,28,False,554,8.234383
217,q_217,UMDvsUNC,1,1,True,639,7.096379
218,q_218,UMDvsUNC,25,25,True,589,10.044537
219,q_219,UMDvsUNC,43,43,True,521,11.007777
220,q_220,UMDvsUNC,31,39,False,287,5.199424
221,q_221,UMDvsUNC,39,37,False,1037,13.933458
222,q_222,UMDvsUNC,indeterminate,9,False,18,6.326642
223,q_223,UMDvsUNC,22,26,False,18,6.267513
224,q_224,UMDvsUNC,1,1,True,379,7.609585
225,q_225,UMDvsUNC,19,19,True,581,15.864446
226,q_226,UMDvsUNC,34,34,True,457,7.005038
227,q_227,UMDvsUNC,35,35,True,392,6.432078
228,q_228,UMDvsUNC,39,36,False,2007,19.477612
229,q_229,UMDvsUNC,indeterminate,15,False,18,5.674509
230,q_230,UMDvsUNC,28,28,True,18,7.843432
231,q_231,UMDvsUNC,1,1,True,375,6.168825
232,q_232,UMDvsUNC,19,19,True,629,11.350489
233,q_233,UMDvsUNC,34,34,True,611,15.767837
234,q_234,UMDvsUNC,30,28,False,404,5.398199
235,q_235,UMDvsUNC,40,38,False,613,8.62984
236,q_236,UMDvsUNC,3,10,False,18,8.211116
237,q_237,UMDvsUNC,22,28,False,525,12.447941
238,q_238,UMDvsUNC,1,1,True,388,9.702533
239,q_239,UMDvsUNC,23,15,False,734,14.264058
240,q_240,UMDvsUNC,40,13,False,601,7.991871
241,q_241,UMDvsUNC,29,25,False,763,10.047121
242,q_242,UMDvsUNC,43,18,False,576,13.71174
243,q_243,UMDvsUNC,indeterminate,10,False,18,8.29219
244,q_244,UMDvsUNC,19,14,False,18,7.91644
