index,question_id,dataset,true_answer,llm_answer,is_correct,reasoning_length,process_time_seconds
101,q_101,Emergency_Department,37,37,True,538,6.711567
102,q_102,Emergency_Department,35,35,True,795,9.705484
103,q_103,Emergency_Department,23,23,True,756,8.410502
104,q_104,Emergency_Department,20,38,False,678,8.332326
105,q_105,Emergency_Department,24,47,False,874,10.047906
106,q_106,Emergency_Department,30,18,False,800,9.246554
107,q_107,Emergency_Department,57,57,True,1004,10.648327
108,q_108,Emergency_Department,37,20,False,538,7.213851
109,q_109,Emergency_Department,35,36,False,630,7.498298
110,q_110,Emergency_Department,23,23,True,751,8.878398
111,q_111,Emergency_Department,20,38,False,678,8.513326
112,q_112,Emergency_Department,24,23,False,515,7.525627
113,q_113,UMDvsUNC,34,10,False,18,6.184469
114,q_114,UMDvsUNC,69,34,False,18,7.592912
115,q_115,UMDvsUNC,35,14,False,810,9.800969
116,q_116,UMDvsUNC,14,,False,18,8.082774
117,q_117,UMDvsUNC,15,,False,18,6.795245
118,q_118,UMDvsUNC,23,6,False,18,7.249287
119,q_119,UMDvsUNC,16,,False,18,8.563209
120,q_120,UMDvsUNC,10,,False,18,9.249278
121,q_121,UMDvsUNC,34,15,False,18,4.600215
122,q_122,UMDvsUNC,69,69,True,18,7.020204
123,q_123,UMDvsUNC,35,,False,18,4.606809
124,q_124,UMDvsUNC,14,14,True,18,5.787794
125,q_125,UMDvsUNC,15,,False,18,5.911631
126,q_126,UMDvsUNC,23,,False,18,8.41175
127,q_127,UMDvsUNC,10,,False,18,7.332156
128,q_128,UMDvsUNC,indeterminate,X,False,521,10.877672
129,q_129,UMDvsUNC,34,34,True,18,8.835154
130,q_130,UMDvsUNC,69,,False,18,9.516843
131,q_131,UMDvsUNC,35,35,True,18,11.119817
132,q_132,UMDvsUNC,14,X,False,212,9.560333
133,q_133,UMDvsUNC,15,15,True,18,5.530658
134,q_134,UMDvsUNC,15,,False,18,6.330008
135,q_135,UMDvsUNC,indeterminate,X,False,221,7.695541
136,q_136,UMDvsUNC,indeterminate,X,False,398,9.059233
137,q_137,UMDvsUNC,34,,False,18,7.72187
138,q_138,UMDvsUNC,69,,False,18,9.652174
139,q_139,UMDvsUNC,35,35,True,18,8.654068
140,q_140,UMDvsUNC,14,14,True,18,6.953679
141,q_141,UMDvsUNC,15,19,False,18,5.565143
142,q_142,UMDvsUNC,15,,False,18,9.724386
143,q_143,UMDvsUNC,indeterminate,X,False,227,7.931742
144,q_144,UMDvsUNC,indeterminate,X,False,590,11.045928
145,q_145,UMDvsUNC,34,X,False,18,14.715429
146,q_146,UMDvsUNC,69,X,False,18,10.710763
147,q_147,UMDvsUNC,35,1,False,1060,12.069596
148,q_148,UMDvsUNC,indeterminate,X,False,18,10.816803
149,q_149,UMDvsUNC,indeterminate,X,False,18,13.270891
150,q_150,UMDvsUNC,indeterminate,X,False,18,12.694946
151,q_151,UMDvsUNC,indeterminate,X,False,18,11.09295
152,q_152,UMDvsUNC,indeterminate,X,False,271,9.065255
153,q_153,UMDvsUNC,34,X,False,18,15.244664
154,q_154,UMDvsUNC,69,,False,18,9.569201
155,q_155,UMDvsUNC,35,35,True,519,6.745659
156,q_156,UMDvsUNC,indeterminate,X,False,18,11.703555
157,q_157,UMDvsUNC,indeterminate,X,False,18,12.891772
158,q_158,UMDvsUNC,indeterminate,X,False,18,12.622686
159,q_159,UMDvsUNC,indeterminate,X,False,18,11.871528
160,q_160,UMDvsUNC,indeterminate,X,False,271,8.598864
161,q_161,UMDvsUNC,34,,False,18,5.823996
162,q_162,UMDvsUNC,60,51,False,18,7.044162
163,q_163,UMDvsUNC,23,1,False,18,7.552109
164,q_164,UMDvsUNC,24,,False,18,6.204759
165,q_165,UMDvsUNC,53,,False,18,8.91583
166,q_166,UMDvsUNC,8,1,False,18,6.722524
167,q_167,UMDvsUNC,4,,False,18,9.246947
168,q_168,UMDvsUNC,34,,False,18,6.528489
169,q_169,UMDvsUNC,69,24,False,18,5.397843
170,q_170,UMDvsUNC,22,1,False,18,6.973148
171,q_171,UMDvsUNC,24,,False,18,5.696571
172,q_172,UMDvsUNC,49,,False,18,7.038919
173,q_173,UMDvsUNC,8,8,True,18,7.563871
174,q_174,UMDvsUNC,indeterminate,indeterminate,True,841,10.12238
175,q_175,UMDvsUNC,34,X,False,265,8.40973
176,q_176,UMDvsUNC,69,,False,18,7.257897
177,q_177,UMDvsUNC,22,22,True,1278,13.740069
178,q_178,UMDvsUNC,24,,False,18,5.857729
179,q_179,UMDvsUNC,49,X,False,303,8.698816
180,q_180,UMDvsUNC,indeterminate,indeterminate,True,705,8.223326
181,q_181,UMDvsUNC,indeterminate,X,False,18,15.317879
182,q_182,UMDvsUNC,34,X,False,402,9.050167
183,q_183,UMDvsUNC,69,,False,18,7.540324
184,q_184,UMDvsUNC,22,indeterminate,False,1013,10.765924
185,q_185,UMDvsUNC,24,X,False,18,13.139626
186,q_186,UMDvsUNC,49,X,False,580,10.234538
187,q_187,UMDvsUNC,indeterminate,indeterminate,True,750,9.192986
188,q_188,UMDvsUNC,indeterminate,X,False,18,14.154521
189,q_189,UMDvsUNC,34,X,False,18,10.083683
190,q_190,UMDvsUNC,69,,False,18,14.168406
191,q_191,UMDvsUNC,22,23,False,985,11.19828
192,q_192,UMDvsUNC,24,X,False,18,12.456549
193,q_193,UMDvsUNC,34,X,False,156,6.993634
194,q_194,UMDvsUNC,indeterminate,indeterminate,True,453,5.386322
195,q_195,UMDvsUNC,indeterminate,X,False,18,13.621196
196,q_196,UMDvsUNC,34,X,False,18,10.809513
197,q_197,UMDvsUNC,69,,False,18,10.725663
198,q_198,UMDvsUNC,22,X,False,18,11.49737
199,q_199,UMDvsUNC,24,,False,18,5.150925
200,q_200,UMDvsUNC,34,34,True,18,8.82586
201,q_201,UMDvsUNC,indeterminate,X,False,18,12.468731
202,q_202,UMDvsUNC,indeterminate,X,False,18,13.859929
203,q_203,UMDvsUNC,1,1,True,18,11.066481
204,q_204,UMDvsUNC,21,,False,18,7.044574
205,q_205,UMDvsUNC,33,,False,18,7.295587
206,q_206,UMDvsUNC,28,,False,18,6.170325
207,q_207,UMDvsUNC,42,,False,18,8.725911
208,q_208,UMDvsUNC,indeterminate,,False,18,6.140641
209,q_209,UMDvsUNC,21,21,True,18,4.912115
210,q_210,UMDvsUNC,1,X,False,561,10.154636
211,q_211,UMDvsUNC,21,,False,18,13.169751
212,q_212,UMDvsUNC,50,,False,18,8.02041
213,q_213,UMDvsUNC,27,,False,18,5.582037
214,q_214,UMDvsUNC,34,,False,18,26.992984
215,q_215,UMDvsUNC,indeterminate,,False,18,7.060193
216,q_216,UMDvsUNC,16,X,False,452,9.779443
217,q_217,UMDvsUNC,1,X,False,18,12.362866
218,q_218,UMDvsUNC,25,,False,18,11.414219
219,q_219,UMDvsUNC,43,43,True,18,7.44731
220,q_220,UMDvsUNC,31,29,False,18,6.160001
221,q_221,UMDvsUNC,39,27,False,233,8.317597
222,q_222,UMDvsUNC,indeterminate,9,False,18,9.360715
223,q_223,UMDvsUNC,22,X,False,358,9.254739
224,q_224,UMDvsUNC,1,X,False,18,12.938792
225,q_225,UMDvsUNC,19,,False,18,12.192787
226,q_226,UMDvsUNC,34,3,False,18,8.002071
227,q_227,UMDvsUNC,35,35,True,18,9.032987
228,q_228,UMDvsUNC,39,37,False,18,6.626113
229,q_229,UMDvsUNC,indeterminate,X,False,224,8.148394
230,q_230,UMDvsUNC,28,2,False,18,3.678171
231,q_231,UMDvsUNC,1,X,False,18,11.124927
232,q_232,UMDvsUNC,19,X,False,18,13.363207
233,q_233,UMDvsUNC,34,X,False,320,9.114432
234,q_234,UMDvsUNC,30,28,False,18,6.398803
235,q_235,UMDvsUNC,40,57,False,18,10.704385
236,q_236,UMDvsUNC,3,14,False,18,7.365077
237,q_237,UMDvsUNC,22,X,False,348,8.831729
238,q_238,UMDvsUNC,1,,False,18,9.794628
239,q_239,UMDvsUNC,23,,False,18,7.419175
240,q_240,UMDvsUNC,40,5,False,18,11.473398
241,q_241,UMDvsUNC,29,44,False,18,12.380643
242,q_242,UMDvsUNC,43,,False,18,9.921417
243,q_243,UMDvsUNC,indeterminate,,False,18,7.433505
244,q_244,UMDvsUNC,19,X,False,422,10.28906
